,restaurant_name,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province,min_price
518,The Turtleback Tap & Grill,4.3,26,American (Traditional),halifax,NS,"3187 Highway 2 Halifax, NS B2T 1J5 Canada",44.81357070000001,-63.60999679999999,NS,25
519,Pleasant St Diner,4.5,37,American (Traditional),halifax,NS,"205 Pleasant Street Unit 101 Dartmouth, NS B2Y 3RS Canada",44.6608884,-63.5514945,NS,25
520,Il Mercato,4.4,59,Italian,halifax,NS,"1595 Bedford Highway Halifax, NS B4A 1E8 Canada",44.7327089,-63.65484859999999,NS,45
521,Usta Turkish & Mediterranean Restaurant,4.5,13,Mediterranean,halifax,NS,"635 Portland Hills Drive Dartmouth, NS B2W 0J7 Canada",44.6692834,-63.5072594,NS,25
522,Ristorante a Mano,4.1,179,Italian,halifax,NS,"1477 Lower Water Street Halifax, NS B3J 3Z4 Canada",44.6443371,-63.56855229999999,NS,25
523,Gio Restaurant,4.4,67,Canadian (New),halifax,NS,"1725 Market St Halifax, NS B3J 3N9 Canada",44.6473304,-63.57610870000001,NS,45
524,Buta Ramen,4.5,69,Ramen,halifax,NS,"5190 Morris St Halifax, NS B3J 1B3 Canada",44.6417609,-63.5709603,NS,25
525,Palladium Family Restaurant,3.9,48,Greek,halifax,NS,"942 Cole Harbour Road Dartmouth, NS B2V 1E6 Canada",44.6709796,-63.4963541,NS,25
526,Byblos Lebanese Cuisine,4.5,15,Lebanese,halifax,NS,"644 Portland Street Dartmouth, NS B2W 6C4 Canada",44.6707786,-63.5261709,NS,25
527,Wasabi Asian Cuisine,4.1,52,Japanese,halifax,NS,"556 Sackville Drive Lower Sackville, NS B4C 2S2 Canada",44.7670571,-63.68448749999999,NS,25
528,Studio East Food+Drink,4.4,66,Gastropubs,halifax,NS,"6021 Cunard Street Halifax, NS B3K 1E5 Canada",44.6508145,-63.5931283,NS,25
529,Shuck Seafood and Raw Bar,3.9,78,Seafood,halifax,NS,"5120 Salter Street Halifax, NS B3J 0A1 Canada",44.645094,-63.5708364,NS,25
530,The Millstone Public House,3.5,35,American (Traditional),halifax,NS,"250 Baker Drive Dartmouth, NS B2W 6L4 Canada",44.6574399,-63.530846,NS,25
531,The Millstone Public House,3.5,35,American (Traditional),halifax,NS,"67 King’s Wharf Place Suite 102 Dartmouth, NS B2Y 0C6 Canada",44.6633969,-63.5640524,NS,25
532,The Millstone Public House,3.5,35,American (Traditional),halifax,NS,"50 Gary Martin Drive Bedford, NS B4B 1H3 Canada",44.7253286,-63.70281860000001,NS,25
533,Brass Rail Restaurant,4.1,20,Seafood,halifax,NS,"978 Cole Harbour Road Dartmouth, NS B2V 1E7 Canada",44.6711725,-63.4932132,NS,25
534,New Wing Wah,4.0,16,Chinese,halifax,NS,"347 Herring Cove Road Halifax, NS B3R 1V5 Canada",44.61408309999999,-63.6167783,NS,25
535,The Old Triangle Irish Alehouse,3.9,171,Pubs,halifax,NS,"5136 Prince Street Halifax, NS B3J 1L4 Canada",44.6474885,-63.5724053,NS,25
536,Busan Korean BBQ,4.2,52,Korean,halifax,NS,"6311 Quinpool Road Halifax, NS B3L 1A4 Canada",44.6451534,-63.599015,NS,25
537,Harbour City Bar & Grill,3.8,32,Bars,halifax,NS,"1990 Barrington Street Halifax, NS B3J 1P2 Canada",44.6507037,-63.57781720000001,NS,45
538,Moxies,3.3,63,Canadian (New),halifax,NS,"9 Countryview Dr Dartmouth, NS B3B 0G4 Canada",44.7008476,-63.56560709999999,NS,25
539,Station1 Lebanese Kitchen,4.1,26,Syrian,halifax,NS,"50 Tacoma Drive Dartmouth, NS B2W 3E6 Canada",44.6796256,-63.5396031,NS,25
540,The Barrington Steakhouse and Oyster Bar,3.9,57,Steakhouses,halifax,NS,"1662 Barrington Street Halifax, NS B3J 2A2 Canada",44.6466528,-63.5739216,NS,45
541,Mappatura Bistro,4.3,19,Italian,halifax,NS,"5883 Spring Garden Road Halifax, NS B3H 4S4 Canada",44.6414997,-63.5839327,NS,45
542,Backoos Korean ToGo Food,4.2,38,Korean,halifax,NS,"1358 Birmingham Street Halifax, NS B3J 2J2 Canada",44.6416592,-63.5764034,NS,10
543,Parkside Pub & Grill,3.5,36,Pubs,halifax,NS,"14 Highfield Park Dr Dartmouth, NS B3A 4S8 Canada",44.6907814,-63.5855706,NS,25
544,Boondocks Restaurant,3.1,41,Canadian (New),halifax,NS,"200 Government Wharf Rd Building 6 Halifax, NS B3G 1M7 Canada",44.6107011,-63.4957907,NS,25
545,Aladdin,3.8,24,Mediterranean,halifax,NS,"746 Bedford Highway Halifax, NS B3M 2L9 Canada",44.7067907,-63.66492390000001,NS,25
546,Pur & Simple,3.6,14,Breakfast & Brunch,halifax,NS,"535 Portland Street Unit 100 Dartmouth, NS L6H 6Z9 Canada",44.6705489,-63.5360417,NS,25
547,The Press Gang Restaurant & Oyster Bar,4.1,142,Bars,halifax,NS,"5218 Prince Street Halifax, NS B3J 0B1 Canada",44.6470186,-63.5744128,NS,45
548,A Taste of the East,4.4,19,Chinese,halifax,NS,"1589 Dresden Row Halifax, NS B3J 2K4 Canada",44.64460810000001,-63.57864309999999,NS,25
549,Trendz Café and Wine Bar,4.3,14,Wine Bars,halifax,NS,"15 Spectacle Lake Drive Dartmouth, NS B3B 1X7 Canada",44.7001792,-63.5823395,NS,25
550,The Stubborn Goat Gastropub,3.7,206,Gastropubs,halifax,NS,"1579 Grafton Street Halifax, NS B3J 2C3 Canada",44.6454428,-63.5743938,NS,25
551,Lakeside Bar & Grill,4.0,6,Canadian (New),halifax,NS,"250 St Margarets Bay Road Halifax, NS B3N 1J4 Canada",44.6397451,-63.62415719999999,NS,25
552,Ratinaud French Cuisine,4.0,7,French,halifax,NS,"2157 Gottingen Street Halifax, NS B3K 3B3 Canada",44.65269989999999,-63.58400100000001,NS,50
553,La Cucina Cafe,2.6,52,Italian,halifax,NS,"151 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.705313,-63.56264319999999,NS,25
554,Mizu All You Can Eat,3.5,86,Japanese,halifax,NS,"644 Portland Street Dartmouth, NS B2W 6C4 Canada",44.6707786,-63.5261709,NS,25
555,The Orient Chinese Cuisine,4.3,27,Chinese,halifax,NS,"227 Bedford HIghway Halifax, NS B3M 2J9 Canada",44.6763391,-63.64793479999999,NS,25
556,Mirchi Tandoor,4.3,44,Indian,halifax,NS,"5232 Blowers Street Halifax, NS B3J 1J7 Canada",44.6449791,-63.57390470000001,NS,25
557,Field Guide,4.1,38,Canadian (New),halifax,NS,"2076 Gottingen Street Halifax, NS B3K 3B4 Canada",44.6514864,-63.58280360000001,NS,25
558,Highwayman,4.2,32,Cocktail Bars,halifax,NS,"1673 Barrington Street Halifax, NS B3J 1Z9 Canada",44.6469956,-63.57369629999999,NS,45
559,Pho Hoang Minh Vietnamese Restaurant,3.9,83,Vietnamese,halifax,NS,"172 Wyse Road Dartmouth, NS B3A 1M6 Canada",44.67189279999999,-63.57961330000001,NS,10
560,Stone Pizza,4.3,21,Pizza,halifax,NS,"79 Alderney Drive Dartmouth, NS B2Y 2N7 Canada",44.6645555,-63.5682578,NS,10
561,Tako Sushi & Ramen,4.3,97,Sushi Bars,halifax,NS,"480 Parkland Drive Halifax, NS B3S 1P9 Canada",44.6709982,-63.6765449,NS,25
562,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
563,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
564,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
565,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
566,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
567,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
568,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
569,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
570,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
571,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
572,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
573,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
574,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
575,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
576,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
577,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
578,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
579,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
580,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
581,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
582,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
583,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
584,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
585,Happy Veal Hot Pot,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,45
586,Le Bistro By Liz,3.8,97,French,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.57821449999999,NS,25
587,Heng Fung Restaurant,3.9,24,Chinese,halifax,NS,"179 Wyse Road Dartmouth, NS B3A Canada",44.6725401,-63.5824532,NS,25
588,East of Grafton Tavern,4.0,31,Bars,halifax,NS,"1580 Argyle Street Halifax, NS B3J 1H5 Canada",44.6454803,-63.57412489999999,NS,45
589,Cha Baa Thai,4.2,140,Thai,halifax,NS,"100 Ilsley Avenue Dartmouth, NS B3B 1L3 Canada",44.69952139999999,-63.5871876,NS,25
590,Cha Baa Thai,4.2,140,Thai,halifax,NS,"1546 Queen St Halifax, NS B3J 2H8 Canada",44.6440209,-63.577071,NS,25
591,Gordies on the Wharf,1.8,4,Diners,halifax,NS,"Fisherman's Cove 1 Government Wharf RD Eastern Passage, NS B3G Canada",44.6102432,-63.4932053,NS,10
592,Dhaba,3.8,89,Indian,halifax,NS,"8 Oland Crescent Halifax, NS B3S 1C6 Canada",44.6470008,-63.6756622,NS,25
593,Blue Elephant,4.5,21,Thai,halifax,NS,"81 Peakview Way Unit 100 Bedford, NS B3M 0G2 Canada",44.6983757,-63.68507459999999,NS,25
594,Boneheads BBQ,3.8,146,Southern,halifax,NS,"1014 Barrington St Halifax, NS B3H 2P9 Canada",44.6363998,-63.56969479999999,NS,25
595,Gangnam Korean BBQ,4.0,29,Korean,halifax,NS,"1261 Barrington Street Halifax, NS B3J 1Y2 Canada",44.6412953,-63.5707432,NS,25
596,I Love Pho,3.1,43,Vietnamese,halifax,NS,"746 Bedford Highway Halifax, NS B3M 2L9 Canada",44.7067907,-63.66492390000001,NS,25
597,Bluenose II Restaurant,3.4,135,Seafood,halifax,NS,"1824 Hollis Street Halifax, NS B3J 1W4 Canada",44.649309,-63.573854,NS,25
598,Sushi Nami Royale,3.5,43,Sushi Bars,halifax,NS,"149 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.7052262,-63.5626061,NS,25
599,Sushi Nami Royale,3.5,43,Sushi Bars,halifax,NS,"1458 Queen Street Suite 102 Halifax, NS B3J 2H7 Canada",44.64231270000001,-63.5760024,NS,25
600,St Louis Bar and Grill,2.4,43,Chicken Wings,halifax,NS,"547 Portland Street Unit 1 & 2 Dartmouth, NS B2Y 4B1 Canada",44.6714211,-63.53857749999999,NS,25
601,Portland Street Creperie,4.4,40,Creperies,halifax,NS,"55 Portland Street Dartmouth, NS B2Y 1H1 Canada",44.6653186,-63.5671397,NS,10
602,Agricola Street Brasserie,3.7,73,Brasseries,halifax,NS,"2540 Agricola Street Halifax, NS B3K 4C5 Canada",44.65459,-63.5928014,NS,45
603,La Frasca Cibi & Vini,3.9,66,Italian,halifax,NS,"5650 Spring Garden Road Halifax, NS B3J 1H1 Canada",44.6425726,-63.5783842,NS,45
604,7 Peppers Grill,4.4,25,Syrian,halifax,NS,"6169 Quinpool Road Halifax, NS B3L 4P6 Canada",44.646211,-63.5953121,NS,10
605,Qiu Brothers Dumplings,4.0,43,Chinese,halifax,NS,"1335 Barrington Street Halifax, NS B3J 1Y9 Canada",44.6425069,-63.5714102,NS,25
606,Acadian Fish & Chips,3.5,6,Fish & Chips,halifax,NS,"16 Dentith Road Spryfield Mall Spryfield, NS B3R 2H9 Canada",44.6120465,-63.61846869999999,NS,25
607,Waterfront Warehouse,2.8,116,Seafood,halifax,NS,"1549 Lower Water Street Halifax, NS B3J 1S2 Canada",44.6458045,-63.5702282,NS,25
608,Verano Food Purveyors,4.8,16,Latin American,halifax,NS,"1871 Hollis Street Halifax, NS B3J 3M8 Canada",44.6497815,-63.57360560000001,NS,25
609,Sobeys,3.4,8,Grocery,halifax,NS,"60 Tacoma Drive Dartmouth, NS B2W 3E5 Canada",44.679145,-63.5379835,NS,25
610,Eliot & Vine,4.3,24,Modern European,halifax,NS,"2305 Clifton Street Halifax, NS B3K 4T9 Canada",44.6508658,-63.5933572,NS,45
611,The Armview Restaurant & Lounge,4.1,115,Diners,halifax,NS,"7156 Chebucto Road Halifax, NS B3L 1N4 Canada",44.642305,-63.619647,NS,25
612,King Street Fish & Chips,3.8,12,Food Stands,halifax,NS,"59 King St Dartmouth, NS B2Y 1H2 Canada",44.6658869,-63.5675104,NS,10
613,Bai Wei Grill Bar,3.4,7,Asian Fusion,halifax,NS,"1075 Queen Street South End, NS B3H 1M5 Canada",44.6367714,-63.5728046,NS,25
614,Caribbean Bliss,4.1,25,Caribbean,halifax,NS,"3619 Novalea Drive Halifax, NS B3K 3G1 Canada",44.6694185,-63.6086023,NS,25
615,New Panda Buffet,2.6,100,Buffets,halifax,NS,"100 Main St Dartmouth, NS B2X 1R5 Canada",44.6805517,-63.54176649999999,NS,25
616,Big Leagues,2.7,19,Pubs,halifax,NS,"920 Cole Harbour Road Dartmouth, NS B2V 2J5 Canada",44.6703465,-63.4979887,NS,25
617,Old Port Pub & Grill,3.5,20,Pubs,halifax,NS,"900 Windmill Road Halifax, NS B3B 1P7 Canada",44.70429,-63.61187029999999,NS,25
618,Morris East,4.0,43,Canadian (New),halifax,NS,"620 Nine Mile Drive Unit 1-9 Bedford, NS B4A 0H4 Canada",44.7010826,-63.68572820000001,NS,25
619,Talay Thai,4.1,30,Thai,halifax,NS,"984 Cole Harbour Road Dartmouth, NS B2V 1E7 Canada",44.6711675,-63.49241540000001,NS,25
620,Patrons Bar & Grill,4.2,9,Venues & Event Spaces,halifax,NS,"27 Dellridge Lane Unit 105 Bedford, NS B4A 0H1 Canada",44.701953,-63.68785099999999,NS,25
621,Station Six,3.7,29,Bars,halifax,NS,"247 Herring Cove Road Halifax, NS B3P 1L6 Canada",44.6201818,-63.6171113,NS,25
622,Pavia Gallery - Espresso Bar & Cafe,4.3,25,Art Galleries,halifax,NS,"995 Herring Cove Road Pavia Gallery Herring Cove, NS B3V 1H6 Canada",44.570223,-63.56852999999999,NS,25
623,Man Bean,4.4,16,Vietnamese,halifax,NS,"1284 Barrington Street Halifax, NS B3J 1Y5 Canada",44.6415635,-63.5714426,NS,25
624,Ko-Doraku,4.4,56,Sushi Bars,halifax,NS,"5640 Spring Garden Road Halifax, NS B3J 3M7 Canada",44.6425498,-63.5780228,NS,10
625,Lemon Dogs Burgers & Lemonade,4.6,9,Burgers,halifax,NS,"54 Locks Road Dartmouth, NS B2X 2W7 Canada",44.7020193,-63.55351160000001,NS,10
626,Stories Fine Dining,4.6,19,Canadian (New),halifax,NS,"5184 Morris St Halifax, NS B3J 1B3 Canada",44.6417735,-63.57085470000001,NS,50
627,Harbourstone Pour House,3.3,25,Bars,halifax,NS,"1919 Upper Water Street Halifax, NS B3J 3J5 Canada",44.6511335,-63.57374240000001,NS,25
628,Chkn Chop,3.5,36,Chicken Shop,halifax,NS,"6041 North Street Halifax, NS B3K 1P1 Canada",44.6541973,-63.596022,NS,25
629,Arirang Korean & Japanese Restaurant,4.0,47,Japanese,halifax,NS,"30 Farnham Gate Road Halifax, NS B3M 3W8 Canada",44.6722348,-63.6647742,NS,25
630,The Carleton,3.9,50,Bars,halifax,NS,"1685 Argyle Street Halifax, NS B3J 2B5 Canada",44.6468944,-63.57453630000001,NS,25
631,Hungry Hut,3.8,19,Pizza,halifax,NS,"135 Ochterloney Street Dartmouth, NS B2Y 1C9 Canada",44.6694678,-63.565408,NS,10
632,Shawarman Pizza & Subs,4.7,6,Donairs,halifax,NS,"342 Windmill Road Dartmouth, NS B3A 1J1 Canada",44.6798511,-63.59459189999999,NS,25
633,El Chino Snack Bar,4.4,11,Mexican,halifax,NS,"2398 Robie St Halifax, NS B3K Canada",44.6510488,-63.5927594,NS,45
634,Truly Tasty,3.8,84,Chinese,halifax,NS,"6214 Quinpool Road Halifax, NS B3L 1A3 Canada",44.6455768,-63.5962589,NS,25
635,Sushi Nami Royale,3.8,66,Japanese,halifax,NS,"149 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.7052262,-63.5626061,NS,25
636,Sushi Nami Royale,3.8,66,Japanese,halifax,NS,"1458 Queen Street Suite 102 Halifax, NS B3J 2H7 Canada",44.64231270000001,-63.5760024,NS,25
637,Piatto Pizzeria + Enoteca,3.8,102,Pizza,halifax,NS,"5144 Morris Street Halifax, NS B3J 1T6 Canada",44.6418513,-63.5695988,NS,25
638,The Lower Deck,3.3,121,Bars,halifax,NS,"1887 Upper Water St Halifax, NS B0J 1W5 Canada",44.6505677,-63.573121,NS,25
639,Yum Yum,4.2,6,Chinese,halifax,NS,"32 Albro Lake Road Dartmouth, NS B3A 3X8 Canada",44.676122,-63.5874324,NS,10
640,El Centro Pizza,3.9,7,Pizza,halifax,NS,"2652 Lawrencetown Rd Halifax, NS B2Z 1L2 Canada",44.6817997,-63.4108088,NS,25
641,IHOP,1.9,34,Breakfast & Brunch,halifax,NS,"80 Hogan Court Bedford, NS B4B 2H1 Canada",44.696387,-63.6905807,NS,25
642,Nayya Restaurant,4.4,20,Mediterranean,halifax,NS,"540 Southgate Drive Bedford, NS B4A 0E1 Canada",44.7016886,-63.67758430000001,NS,25
643,Encore,1.8,5,Canadian (New),halifax,NS,"3009 Highway #2 Halifax, NS B2T 1J5 Canada",44.8070694,-63.6072986,NS,25
644,Esquire Restaurant,3.5,51,American (Traditional),halifax,NS,"772 Bedford Hwy Bedford, NS B4A 1A2 Canada",44.7079235,-63.6665179,NS,25
645,Wasabi House,3.8,188,Japanese,halifax,NS,"6403 Quinpool Road Halifax, NS B3L 1A7 Canada",44.644649,-63.6005585,NS,25
646,Paulo & Suzanne,4.3,103,Diners,montreal,QC,"5501 Boulevard Gouin O Montreal, QC H4J 1C8 Canada",45.5338649,-73.717242,QC,25
647,Kazu,4.3,721,Japanese,montreal,QC,"1844 Rue Sainte-Catherine O Montreal, QC H3H 1M1 Canada",45.493037,-73.579836,QC,25
648,Damas,4.7,414,Syrian,montreal,QC,"1201 Avenue Van Horne Montreal, QC H2V 1K4 Canada",45.5225641,-73.61321180000002,QC,45
649,Bottega,3.9,56,Pizza,montreal,QC,"2059 Boulevard Saint-Martin Ouest Laval, QC H7S 1N3 Canada",45.5647977,-73.7345801,QC,25
650,Il Focolaio,4.3,477,Pizza,montreal,QC,"1223 Rue du Square-Phillips Montreal, QC H3B 3E9 Canada",45.5040151,-73.5681774,QC,25
651,Joe Beef,4.3,743,Seafood,montreal,QC,"2491 Rue Notre-Dame Ouest Montreal, QC H3J 1N6 Canada",45.483069,-73.5752691,QC,45
652,Restaurant Yi Pin Xiang,3.9,31,Chinese,montreal,QC,"735 boul Décarie Saint-Laurent, QC H4L 3L3 Canada",45.5111798,-73.67747539999999,QC,25
653,Gyu-Kaku Japanese BBQ,4.4,195,Japanese,montreal,QC,"1255 Rue Crescent Montreal, QC H3G 2B1 Canada",45.4969703,-73.5750572,QC,45
654,KINTON RAMEN,4.4,59,Ramen,montreal,QC,"2575 Boulevard Daniel-Johnson Laval, QC H7T 1S8 Canada",45.5696632,-73.7570161,QC,25
655,Phnom Penh,4.8,17,Vietnamese,montreal,QC,"7153 Chemin de la Côte-des-Neiges Montreal, QC H3R 2M2 Canada",45.5053098,-73.6416323,QC,25
656,KINKA IZAKAYA MONTREAL,3.9,369,Japanese,montreal,QC,"1624 Rue Sainte-Catherine Ouest Montreal, QC H3H 2S7 Canada",45.4893389,-73.584505,QC,25
657,Maison Mignon,4.3,49,Taiwanese,montreal,QC,"1440 Rue de l'Eglise Saint-Laurent, QC H4L 2H3 Canada",45.5121365,-73.67736959999999,QC,10
658,Les Deux Gamins,4.2,593,French,montreal,QC,"170 Rue Prince Arthur E Montreal, QC H2X 1B7 Canada",45.515472,-73.570962,QC,25
659,Rasputin,4.1,10,Russian,montreal,QC,"617 Boulevard Decarie Saint-Laurent, QC H4L 3L2 Canada",45.5098036,-73.675322,QC,45
660,La Luncheonette,4.4,32,Cafes,montreal,QC,"4271 Rue Saint-Jacques Montreal, QC H4C 1J7 Canada",45.4769002,-73.58835119999999,QC,10
661,Au Pied de Cochon,4.2,1400,Canadian (New),montreal,QC,"536 Avenue Duluth E Montreal, QC H2L 1A9 Canada",45.5221259,-73.5743815,QC,45
662,Fourchette Antillaise,4.3,13,Cajun/Creole,montreal,QC,"5968 Rue de Salaberry Montreal, QC H4J 1J8 Canada",45.52671609999999,-73.7133054,QC,25
663,Pasta da Panza,4.8,47,Italian,montreal,QC,"3825 Boulevard Saint-Martin O Laval, QC H7T 1B2 Canada",45.5527414,-73.7588131,QC,25
664,Pushap,4.2,160,Indian,montreal,QC,"5195 Rue Paré Montreal, QC H4P 1P4 Canada",45.4975343,-73.6538838,QC,10
665,Marché Méli-Mélo,4.3,32,Haitian,montreal,QC,"640 Rue Jarry E Montreal, QC H2P 1V7 Canada",45.5447239,-73.62761510000001,QC,10
666,La Banquise,4.0,2200,Poutineries,montreal,QC,"994 Rue Rachel E Montreal, QC H2J 2J3 Canada",45.5253117,-73.5746721,QC,25
667,Arepera,4.4,326,Venezuelan,montreal,QC,"73 Rue Prince Arthur E Montreal, QC H2X 1B4 Canada",45.5148272,-73.5719771,QC,25
668,RUBS American BBQ,4.0,136,Barbeque,montreal,QC,"699 Boulevard Curé-Labelle Laval, QC H7L 5R7 Canada",45.5891336,-73.78727549999999,QC,25
669,Satay Brothers,4.1,291,Singaporean,montreal,QC,"3721 Rue Notre-Dame Ouest Montreal, QC H4C 1P8 Canada",45.4793169,-73.5818739,QC,25
670,La Belle et la Boeuf,3.8,122,Burgers,montreal,QC,"510 Promenade de Centropolis Laval, QC H7T 3C2 Canada",45.5611465,-73.7459071,QC,25
671,Le Majestique,4.4,199,Bars,montreal,QC,"4105 Boulevard Saint-Laurent Montreal, QC H2W 1Y7 Canada",45.51756940000001,-73.580276,QC,25
672,Bol Orange,4.3,62,Korean,montreal,QC,"983 Boulevard Décarie Montreal, QC H4L 3M6 Canada",45.514161,-73.6822895,QC,25
673,Bar George,4.3,222,British,montreal,QC,"1440 Rue Drummond Montreal, QC H3G 1V9 Canada",45.4990691,-73.5757489,QC,25
674,Beroya Restaurant,4.3,56,Mediterranean,montreal,QC,"3455 Boulevard Saint-Martin O Laval, QC H7T 1A2 Canada",45.5557034,-73.75208599999999,QC,25
675,Beaufort,4.0,34,Bistros,montreal,QC,"6653 Rue St-Hubert Montreal, QC H2S 2M5 Canada",45.5374437,-73.6056463,QC,25
676,Piatti Pronti,4.2,9,Italian,montreal,QC,"1794 Boulevard le Corbusier Laval, QC H7S 2K1 Canada",45.5672763,-73.7359519,QC,25
677,Brazas Portugal,3.9,25,Portuguese,montreal,QC,"169A Boulevard Sainte-Rose Laval, QC H7L 1L2 Canada",45.615823,-73.7841454,QC,25
678,Grigio,4.1,15,Italian,montreal,QC,"993 Boulevard Saint-Martin Ouest Laval, QC H7S 1M5 Canada",45.57251489999999,-73.72034169999999,QC,25
679,Restaurant Ermitage,4.8,19,Russian,montreal,QC,"5024, ch de la Côte-des-Neiges Montreal, QC H3V 1G6 Canada",45.4946327,-73.6185302,QC,45
680,Sen Vang,4.5,51,Vietnamese,montreal,QC,"5690 Avenue Victoria Montreal, QC H3W 2P8 Canada",45.4920358,-73.63277570000001,QC,10
681,Bâton Rouge Steakhouse & Bar,3.4,45,Seafood,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC,45
682,Nouilles Zhonghua,4.4,38,Noodles,montreal,QC,"908 Rue Sherbrooke O Montreal, QC H3A 1G3 Canada",45.5032979,-73.5749436,QC,25
683,Ave Seoul,3.8,42,Korean,montreal,QC,"885 Boulevard Décarie Montreal, QC H4L 3M2 Canada",45.5128542,-73.6802036,QC,25
684,Dinette Triple Crown,4.4,271,Southern,montreal,QC,"6704 Rue Clark Montreal, QC H2S 3G2 Canada",45.5313656,-73.6131456,QC,25
685,Toyo Japanese Steak House,3.3,15,Japanese,montreal,QC,"1510 Chomedey Boulevard Laval, QC H7V 3N8 Canada",45.5520845,-73.7471193,QC,45
686,El Rey del Taco,4.0,188,Mexican,montreal,QC,"232 Rue Jean-Talon E Montreal, QC H2R 1S7 Canada",45.5364394,-73.6159795,QC,25
687,Roch le Coq,4.2,46,Chicken Shop,montreal,QC,"1541 Avenue Van Horne Montreal, QC H2V 1L4 Canada",45.5186319,-73.616789,QC,25
688,Joséphine,4.4,31,Seafood,montreal,QC,"4007 Rue Saint-Denis Montreal, QC H2W 2M4 Canada",45.5208464,-73.5755691,QC,25
689,Christinas Cuisine,4.6,46,Greek,montreal,QC,"4367 Rue Notre Dame Laval, QC H7W 1T3 Canada",45.5379561,-73.7585631,QC,25
